"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","direction","screen_duration","acceleration","start_time","initial_speed","final_speed","correct_response","correct","key_response","ball_start_time","ball_end_time","key_press_time","rt_from_ball","practice","extreme","subject_id","study_id","session_id","right_bias","left_bias","recodeDir","recodeKey"
"","","","","","moving-image",3,37750,"0.0-3.0-0.0",3048,"","","DOWN",1000,1.06666,1000,3.86667,4.93333,"a","true","a",1000,2000,3048,1048,"true","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",5,49667,"0.0-3.2-0.2",3928,"","","DOWN",1500,2.8,1000,0.833333333333334,5.03333333333333,"a","true","a",1001,2497,3928,1431,"true","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",7,58571,"0.0-3.4-0.4",2635,"","","DOWN",1500,0,1000,2.93333333333333,2.93333333333333,"d","true","d",1001,2496,2634,138,"true","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",8,62554,"0.0-3.5-0.5",2479,"","","LEFT",1000,1.06666,1000,3.86667,4.93333,"a","true","a",1000,2002,2479,477,"true","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",9,66350,"0.0-3.6-0.6",2291,"","","DOWN",1000,1.6,1000,3.6,5.2,"a","false","d",1000,2001,2291,290,"true","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",13,85153,"0.0-3.10-0.10",3235,"","","DOWN",1500,1.4,1000,1.88333333333333,3.98333333333333,"a","false","d",1000,2497,3234,737,"true","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",14,90578,"0.0-3.11-0.11",3905,"","","RIGHT",1500,0,1000,2.93333333333333,2.93333333333333,"d","false","a",1000,2497,3904,1407,"true","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
"","","","","","moving-image",16,126374,"0.0-5.0-0.0-0.0",2541,"","","DOWN",1500,-0.7,1000,3.45833333333333,2.40833333333333,"d","true","d",1001,2497,2541,44,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",18,132726,"0.0-5.0-0.2-0.2",2907,"","","DOWN",1500,1.06666,1000,2.13333833333333,3.73332833333333,"a","false","d",1000,2498,2906,408,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",20,139468,"0.0-5.0-0.4-0.4",2918,"","","DOWN",1500,1.06666,1000,2.13333833333333,3.73332833333333,"a","false","d",1001,2498,2919,421,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",21,142650,"0.0-5.0-0.5-0.5",2678,"","","RIGHT",1000,-1.06666,1000,4.93333,3.86667,"d","false","a",1000,2000,2677,677,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
"","","","","","moving-image",22,146473,"0.0-5.0-0.6-0.6",3320,"","","UP",1500,3.54,1000,0.278333333333333,5.58833333333333,"a","true","a",1001,2498,3321,823,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",23,150334,"0.0-5.0-0.7-0.7",3356,"","","LEFT",1000,-1.6,1000,5.2,3.6,"d","false","a",1000,2000,3356,1356,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",24,153961,"0.0-5.0-0.8-0.8",3122,"","","UP",1500,-0.7,1000,3.45833333333333,2.40833333333333,"d","true","d",1001,2496,3121,625,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",26,160717,"0.0-5.0-0.10-0.10",3141,"","","UP",1000,0,1000,4.4,4.4,"d","false","a",1000,2002,3140,1138,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",27,164543,"0.0-5.0-0.11-0.11",3322,"","","LEFT",1000,3.2,1000,2.8,6,"a","true","a",1001,2002,3323,1321,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",28,168544,"0.0-5.0-0.12-0.12",3494,"","","DOWN",1500,3.54,1000,0.278333333333333,5.58833333333333,"a","true","a",1001,2497,3494,997,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",30,175916,"0.0-5.0-0.14-0.14",3199,"","","UP",1500,0.7,1000,2.40833333333333,3.45833333333333,"a","false","d",1000,2497,3198,701,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",31,179904,"0.0-5.0-0.15-0.15",3485,"","","LEFT",1500,3.54,1000,0.278333333333333,5.58833333333333,"a","true","a",1002,2497,3485,988,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",32,183810,"0.0-5.0-0.16-0.16",3401,"","","DOWN",1500,1.06666,1000,2.13333833333333,3.73332833333333,"a","false","d",1001,2497,3401,904,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",34,190688,"0.0-5.0-0.18-0.18",2942,"","","UP",1000,0,1000,4.4,4.4,"d","false","a",1001,2000,2942,942,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",35,194503,"0.0-5.0-0.19-0.19",3310,"","","RIGHT",1500,2.8,1000,0.833333333333334,5.03333333333333,"a","true","a",1001,2498,3310,812,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
"","","","","","moving-image",36,198079,"0.0-5.0-0.20-0.20",3069,"","","DOWN",1500,2.1,1000,1.35833333333333,4.50833333333333,"a","false","d",1000,2496,3068,572,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",37,202045,"0.0-5.0-0.21-0.21",3461,"","","LEFT",1000,3.2,1000,2.8,6,"a","false","d",1001,2001,3462,1461,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",38,205152,"0.0-5.0-0.22-0.22",2603,"","","UP",1000,0,1000,4.4,4.4,"d","false","a",1001,2001,2603,602,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",39,208261,"0.0-5.0-0.23-0.23",2606,"","","LEFT",1000,0,1000,4.4,4.4,"d","true","d",1002,2000,2606,606,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",40,211597,"0.0-5.0-0.24-0.24",2832,"","","UP",1500,0,1000,2.93333333333333,2.93333333333333,"d","true","d",1001,2497,2831,334,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",42,226320,"0.0-5.1-0.25-0.25",2427,"","","RIGHT",1500,-3.54,1000,5.58833333333333,0.278333333333333,"d","true","d",1001,2418,2427,9,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",43,229904,"0.0-5.1-0.26-0.26",3080,"","","UP",1500,-1.06666,1000,3.73332833333333,2.13333833333333,"d","true","d",1000,2496,3080,584,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",44,233413,"0.0-5.1-0.27-0.27",3003,"","","RIGHT",1500,-2.8,1000,5.03333333333333,0.833333333333334,"d","true","d",1002,2466,3004,538,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",45,237135,"0.0-5.1-0.28-0.28",3218,"","","UP",1500,1.4,1000,1.88333333333333,3.98333333333333,"a","true","a",1002,2498,3219,721,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",46,241138,"0.0-5.1-0.29-0.29",3497,"","","LEFT",1000,1.06666,1000,3.86667,4.93333,"a","true","a",1000,2000,3497,1497,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",47,245274,"0.0-5.1-0.30-0.30",3632,"","","DOWN",1500,-0.7,1000,3.45833333333333,2.40833333333333,"d","true","d",1000,2497,3632,1135,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",48,248649,"0.0-5.1-0.31-0.31",2866,"","","LEFT",1000,1.6,1000,3.6,5.2,"a","true","a",1000,2002,2867,865,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",49,251899,"0.0-5.1-0.32-0.32",2747,"","","DOWN",1000,1.06666,1000,3.86667,4.93333,"a","true","a",1002,2001,2747,746,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",50,254931,"0.0-5.1-0.33-0.33",2528,"","","RIGHT",1000,-1.6,1000,5.2,3.6,"d","false","a",1001,2002,2528,526,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
"","","","","","moving-image",51,258092,"0.0-5.1-0.34-0.34",2657,"","","DOWN",1500,-2.1,1000,4.50833333333333,1.35833333333333,"d","true","d",1002,2481,2658,177,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",52,261801,"0.0-5.1-0.35-0.35",3202,"","","LEFT",1000,-1.06666,1000,4.93333,3.86667,"d","false","a",1001,2002,3202,1200,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",53,265222,"0.0-5.1-0.36-0.36",2915,"","","UP",1000,-3.2,1000,6,2.8,"d","true","d",1001,2002,2915,913,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",54,268991,"0.0-5.1-0.37-0.37",3263,"","","LEFT",1500,-2.1,1000,4.50833333333333,1.35833333333333,"d","true","d",1002,2481,3263,782,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",55,272656,"0.0-5.1-0.38-0.38",3161,"","","DOWN",1500,-1.06666,1000,3.73332833333333,2.13333833333333,"d","true","d",1002,2482,3161,679,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",56,276334,"0.0-5.1-0.39-0.39",3173,"","","LEFT",1500,2.1,1000,1.35833333333333,4.50833333333333,"a","true","a",1000,2497,3174,677,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",57,279536,"0.0-5.1-0.40-0.40",2697,"","","UP",1000,-1.6,1000,5.2,3.6,"d","false","a",1000,2002,2697,695,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",58,283277,"0.0-5.1-0.41-0.41",3234,"","","RIGHT",1500,0.7,1000,2.40833333333333,3.45833333333333,"a","true","a",1001,2497,3234,737,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
"","","","","","moving-image",59,286541,"0.0-5.1-0.42-0.42",2760,"","","UP",1000,-1.6,1000,5.2,3.6,"d","false","a",1001,2000,2760,760,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",60,289850,"0.0-5.1-0.43-0.43",2802,"","","RIGHT",1500,-2.1,1000,4.50833333333333,1.35833333333333,"d","true","d",1000,2480,2801,321,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",61,293272,"0.0-5.1-0.44-0.44",2914,"","","UP",1500,-1.4,1000,3.98333333333333,1.88333333333333,"d","true","d",1001,2482,2914,432,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",62,296615,"0.0-5.1-0.45-0.45",2839,"","","RIGHT",1500,-1.06666,1000,3.73332833333333,2.13333833333333,"d","true","d",1001,2496,2839,343,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",63,300096,"0.0-5.1-0.46-0.46",2976,"","","DOWN",1500,2.1,1000,1.35833333333333,4.50833333333333,"a","true","a",1000,2496,2975,479,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",64,303298,"0.0-5.1-0.47-0.47",2696,"","","LEFT",1000,3.2,1000,2.8,6,"a","true","a",1001,2000,2695,695,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",65,306878,"0.0-5.1-0.48-0.48",3072,"","","UP",1000,1.06666,1000,3.86667,4.93333,"a","true","a",1001,2002,3072,1070,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",66,310268,"0.0-5.1-0.49-0.49",2885,"","","RIGHT",1500,-2.1,1000,4.50833333333333,1.35833333333333,"d","true","d",1000,2481,2885,404,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",68,333459,"0.0-5.2-0.50-0.50",2224,"","","DOWN",1000,1.6,1000,3.6,5.2,"a","true","a",1002,2001,2224,223,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",69,336790,"0.0-5.2-0.51-0.51",2827,"","","RIGHT",1500,-2.8,1000,5.03333333333333,0.833333333333334,"d","true","d",1001,2464,2827,363,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",71,343212,"0.0-5.2-0.53-0.53",2958,"","","LEFT",1500,0.7,1000,2.40833333333333,3.45833333333333,"a","false","d",1001,2497,2958,461,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",72,346667,"0.0-5.2-0.54-0.54",2949,"","","UP",1500,2.8,1000,0.833333333333334,5.03333333333333,"a","true","a",1000,2496,2949,453,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",73,349627,"0.0-5.2-0.55-0.55",2455,"","","RIGHT",1000,-3.2,1000,6,2.8,"d","false","a",1001,2002,2455,453,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
"","","","","","moving-image",74,352717,"0.0-5.2-0.56-0.56",2582,"","","UP",1000,3.2,1000,2.8,6,"a","true","a",1000,2001,2582,581,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",75,356375,"0.0-5.2-0.57-0.57",3153,"","","LEFT",1500,2.8,1000,0.833333333333334,5.03333333333333,"a","false","d",1002,2497,3153,656,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",76,360002,"0.0-5.2-0.58-0.58",3121,"","","DOWN",1500,-1.4,1000,3.98333333333333,1.88333333333333,"d","true","d",1001,2482,3121,639,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",77,363487,"0.0-5.2-0.59-0.59",2982,"","","RIGHT",1500,-2.8,1000,5.03333333333333,0.833333333333334,"d","true","d",1001,2465,2982,517,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",78,367522,"0.0-5.2-0.60-0.60",3530,"","","DOWN",1500,0,1000,2.93333333333333,2.93333333333333,"d","true","d",1001,2497,3530,1033,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",79,371017,"0.0-5.2-0.61-0.61",2991,"","","RIGHT",1500,-3.54,1000,5.58833333333333,0.278333333333333,"d","true","d",1001,2417,2990,573,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",80,374416,"0.0-5.2-0.62-0.62",2895,"","","UP",1500,-2.1,1000,4.50833333333333,1.35833333333333,"d","true","d",1001,2481,2895,414,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",81,377988,"0.0-5.2-0.63-0.63",3067,"","","LEFT",1500,-2.8,1000,5.03333333333333,0.833333333333334,"d","true","d",1001,2466,3068,602,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",82,382020,"0.0-5.2-0.64-0.64",3526,"","","DOWN",1500,0.7,1000,2.40833333333333,3.45833333333333,"a","true","a",1002,2497,3526,1029,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",83,385399,"0.0-5.2-0.65-0.65",2873,"","","RIGHT",1000,-3.2,1000,6,2.8,"d","false","a",1002,2002,2873,871,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
"","","","","","moving-image",84,389132,"0.0-5.2-0.66-0.66",3228,"","","DOWN",1500,-1.4,1000,3.98333333333333,1.88333333333333,"d","true","d",1000,2482,3227,745,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",85,393084,"0.0-5.2-0.67-0.67",3448,"","","RIGHT",1500,-0.7,1000,3.45833333333333,2.40833333333333,"d","true","d",1001,2496,3447,951,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",86,396860,"0.0-5.2-0.68-0.68",3271,"","","UP",1500,1.06666,1000,2.13333833333333,3.73332833333333,"a","true","a",1001,2497,3271,774,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",87,400611,"0.0-5.2-0.69-0.69",3244,"","","LEFT",1500,1.06666,1000,2.13333833333333,3.73332833333333,"a","false","d",1001,2498,3244,746,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",88,404485,"0.0-5.2-0.70-0.70",3369,"","","DOWN",1500,1.4,1000,1.88333333333333,3.98333333333333,"a","true","a",1002,2497,3370,873,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",89,408054,"0.0-5.2-0.71-0.71",3063,"","","LEFT",1500,0,1000,2.93333333333333,2.93333333333333,"d","false","a",1002,2498,3063,565,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",90,411545,"0.0-5.2-0.72-0.72",2985,"","","DOWN",1500,-2.8,1000,5.03333333333333,0.833333333333334,"d","true","d",1001,2465,2985,520,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",0
"","","","","","moving-image",91,415031,"0.0-5.2-0.73-0.73",2981,"","","LEFT",1500,2.1,1000,1.35833333333333,4.50833333333333,"a","true","a",1000,2495,2979,484,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",92,418082,"0.0-5.2-0.74-0.74",2545,"","","UP",1000,1.06666,1000,3.86667,4.93333,"a","true","a",1001,2002,2545,543,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",1
"","","","","","moving-image",94,438776,"0.0-5.3-0.75-0.75",2595,"","","LEFT",1500,1.06666,1000,2.13333833333333,3.73332833333333,"a","false","d",1000,2497,2595,98,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",96,445048,"0.0-5.3-0.77-0.77",3037,"","","RIGHT",1500,3.54,1000,0.278333333333333,5.58833333333333,"a","true","a",1001,2498,3037,539,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
"","","","","","moving-image",97,448404,"0.0-5.3-0.78-0.78",2851,"","","UP",1500,-1.4,1000,3.98333333333333,1.88333333333333,"d","true","d",1000,2480,2851,371,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",98,451802,"0.0-5.3-0.79-0.79",2890,"","","LEFT",1500,2.8,1000,0.833333333333334,5.03333333333333,"a","true","a",1001,2497,2890,393,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",100,458218,"0.0-5.3-0.81-0.81",2951,"","","LEFT",1500,1.4,1000,1.88333333333333,3.98333333333333,"a","true","a",1001,2497,2951,454,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",102,464679,"0.0-5.3-0.83-0.83",3071,"","","LEFT",1000,-1.06666,1000,4.93333,3.86667,"d","false","a",1001,2001,3071,1070,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",103,467659,"0.0-5.3-0.84-0.84",2475,"","","DOWN",1000,0,1000,4.4,4.4,"d","false","a",1000,2000,2474,474,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",104,470623,"0.0-5.3-0.85-0.85",2457,"","","LEFT",1000,1.6,1000,3.6,5.2,"a","true","a",1000,2000,2457,457,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",1
"","","","","","moving-image",105,474047,"0.0-5.3-0.86-0.86",2915,"","","UP",1500,1.4,1000,1.88333333333333,3.98333333333333,"a","false","d",1002,2499,2916,417,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",106,478071,"0.0-5.3-0.87-0.87",3518,"","","LEFT",1500,2.1,1000,1.35833333333333,4.50833333333333,"a","false","d",1001,2497,3518,1021,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","ACCELERATING",0
"","","","","","moving-image",107,481202,"0.0-5.3-0.88-0.88",2627,"","","DOWN",1000,0,1000,4.4,4.4,"d","false","a",1000,2000,2626,626,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DOWN",1
"","","","","","moving-image",108,484930,"0.0-5.3-0.89-0.89",3222,"","","RIGHT",1500,-0.7,1000,3.45833333333333,2.40833333333333,"d","true","d",1000,2498,3222,724,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",0
"","","","","","moving-image",109,488768,"0.0-5.3-0.90-0.90",3329,"","","UP",1500,-1.06666,1000,3.73332833333333,2.13333833333333,"d","true","d",1000,2482,3329,847,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","UP",0
"","","","","","moving-image",110,492292,"0.0-5.3-0.91-0.91",3018,"","","RIGHT",1000,1.06666,1000,3.86667,4.93333,"a","true","a",1001,2002,3018,1016,"false","false","60c47bdfde98f62c0f688ae3","649333f3a54f0d623a537f0c","649334b34abc04b432b59807","Negative","Positive","DECELERATING",1
